text,label
maybe it could be used as some soof gathering spot for wn,0
"Marco is a German patriot and musician who, in the sick spirits of the zog, committed the evil crime of producing music for a local school.",1
they never smile,0
"When the wheel hits the road, it’s not important if you swing for yellow or black just that you swing from the nearest surpassed",1
There is no reason to do the genocide of other races as long as they are in another country and have nothing to do with our affairs.,1
the matter was quickly dropped,0
White have the following too many abortions too many mixed marriages too many marriages without children and too many liberals,1
Yes my little sister doesn’t look like small black girls when they try to talk to her she attracts an unpleasant face and says why you’re black and I laugh and says maggie doesn’t talk to her,1
since i will be posting with the default text in the future you no longer have any reason to hate me,0
I am angry on myself because I let all this world fall into a Jewish cesspool.,1
live in peoria  az,0
i ve seen several banned people get a new account and nothing bad came out of it  plus it s not like the last account is active anymore,0
When I was the last time in South Africa we went to the city of the sun and I saw the little children of black monkeys swim the most fun thing was to look at the dry water of their faces it looks exactly like the baobe or something of the way they do it the white have some ways with doing things they have completely apelike those,1
i cant stand this guy and hate it when i meet whites and they say how funny they think he is ok take away the anti white jokes for a minute the guy just aint funny at all it just blows my mind how they have some talentless black fool in films but you will never see a untalented white basketball player,0
This filth is a British sectarian song not a popular Irish song the soof scum who wrote and admired this filth has no place on an wn forum but only an Irish forum,1
I went to public school all my life and I have been the force to feed this crap since the grade,1
i have dark redbrown hair  but once i dyed my hair black  and it looked odd,0
sad,0
I hope she dies one day in a fire.,1
The packages are all on the strength of their culture on us,1
you can ask to your french fellow in stormfront french pafor a little help both of them speak english and french,0
Some of the things I noticed were shops of sizes that were black a couple of mud restaurants and the black germ being fashionable with roots,1
All we are here a British storm says is that mass white immigration is harmful to our nation for the reasons we have given from time to time.,1
To explain to them this is wrong to send mass emails that explain the science behind it and tell everyone not to raise with them.,1
if anyone lives near london  on,0
nobody  but nobody  has parts for s basque made colts  w hybrids,0
I think abusive parents are worse than homosexuals.,1
ya know  if they can sell this stuff to white women  what can t they sell them  they could literally spread dog poop on a bun and charge   a sandwich  i ca nt wait to see the commercials and watch some beauty like sandra bullock sink her teeth into it,0
you are my heroine,0
at that distance  this narrowband composite image would be about  lightyears across,0
in our area  they ve pretty much stopped showing mug shots of negroes like this  whites have to go on the names to figure it out,0
Most of these videos belong to the planet's animal TV channel,1
they bred with inferiors creating these mongrels,1
i am in kalamzoo  there are a few of us odinists in town,0
thank you and this is video i ve made for all of us after i made those for each ethnics  sons of europe  legacy  youtube only unity,0
it makes me tired,0
the big problem is that some swiss are backing this colonisation,0
Watch the video its only minutes that you’ll see that finally the bird minority is beat,1
is it in your job contract to go to death to save the world,0
I would just like to express how sick and tired I am by the school half-beracial bread kids who are delighted with their unique heritage.,1
I suppose they’re trying to be fun but it’s really an effoto that continues to demonstrate the Germans and spread the Holocaust.,1
i almost fell off my chair with sadness and anger when i heard this from the vanguard site,0
"So, according to your logic, since the black have been in Namibia for hundreds of months, they should be allowed to stay and yes the white should leave Africa.",1
The black have shown that they are able to survive throughout the year waiting for a comic relief.,1
maybe you should encourage all the blacks to go there since they want to move there so desperately and the rest of you white americans should come to sa,0
tamir hamilton  sadistic rapistmurder,0
having worked around blacks at my previous job every stereotype you hear are all true,1
This filth is a British sectarian song not a popular Irish song the soof scum who wrote and admired this filth has no place on an wn forum but only an Irish forum,1
neither one is better than the other,0
if in doubt  ask the clerk,0
from what i ve read  bokmal is used in newspapers  official documents  and spoken in the big cities while riksmal is rural and spoken in the small towns and in the country  if i remember correctly,0
it might get the sender  however  on a list of potential troublemakers to watch,0
the beast we oppose knows it has backed itself into a corner  and at such times  such creatures are at their most aggressive,0
no wonder we are in such bad shape with this tribe in charge of the white house and congress,1
It’s like they whiten their blonde hair and whiten their white skin speaking English etc. But still they torture others with their black characteristics,1
and the poles decide to up and leave therefore devastating the irish economy as every man and his dog are telling us what are the potential ramifications for our welfare scrounging visitors from far ashore,0
maybe if you opened your eyes you d see that i did,0
I think it’s all the Jews because that rabbin who says we should serve the Jews was an Iraqi Jew.,1
"Today, your probony sample chooses to sit on the back of the bus so that they can reach all kinds of deception",1
"In the eyes of Jews and Libtaires, there is a racial problem and the problem is us.",1
I'm either in North Florida or Nigeria sometimes I'm not saying the difference mothergrinninbirdcom,1
meta you are currently the fittest person i have ever saw on the stormfront site and thats against some pretty stiff competition as well,0
even all or mostly white public schools will still feed poison agenda,0
"When I see this thing today, it is that I want to hit the White who fall for her.",1
it will shed light on their true nature,0
Better a little too gentle white man offer to tell you the word of Joseph Smith than a few nignog because jacking you,1
The dark is for the white genocide and I have nothing for the dark and I have no sympathy.,1
The Em Up,1
nationalists attend rally for life   youtube,0
I prefer to have a white person with a high school degree from a white high school who teaches a child to read rather than a black person with a college degree who does not teach a child to read even when he is paid to do so.,1
what about all the tens of millions of negroes that are nothing more than criminals and parasites that do nothing but breed more criminals and parasites,1
i can get a ride to see you some time this summer if that is cool i need to get up with someone in nj as it is his name is hal i have talk to him but i want to meet him so when i go to see him i can stop to see you if that is ok,0
the juden never stop with the race mixing yet they do nt want it for themselves,1
"All the security guards I see are white, but maybe I’m blessed because these black security guards abuse their power.",1
I would just like to express how sick and tired I am by the school half-beracial bread kids who are delighted with their unique heritage.,1
check local and regional post s once in a while,0
He is a race traitor.,1
thanks ive actually found this to be a very warm and welcoming site  been reading for a few weeks now  thought id register,0
"Yes, but what you have to remember is that the Jews are angry and that they proverb their way out and justify their right to white weapons using pro-Jewish media and without a doubt the old excuse of the Holocaust our race would not blame most of us are washed out of youth.",1
if they have some marches and what not about showing pride in their culture you guys should go out and do the same if you could try and contact people you know in different cities and see if their willing to do the same,0
a crude drawing of a swastika on a wall with spraypaint will only make neutral people associate nazi s with common lowlife scum,0
i had a few glasses of boddington s on tap at a bar a while back,0
are there any normal people left,0
simply copy and paste the following text into your youtube videos description boxes,0
It is the Jews who run it and the Black who play it.,1
Maybe he didn’t understand that the black people buy firearms that they steal them.,1
im a wn from nj  ive been looking for others in nj for awhile  where about in nj are u,0
Yep the bottom line is without a strong family behind her a young girl is very vulnerable the Jew knows this and glamouris the black using her media power here we see the results,1
would black people rather take one million dollars to move themselves and their immediate family back to the motherland  or stay here in america and blame whites for their poverty and crime,1
"They are everything except the Swedish and to be honest, it’s good to get rid of them.",1
i was in the taiwan airpoand the whole plane was east indian,0
They are so close that many believe that we interbase you as nt interbase with a chimp,1
"Instead, it is the black athletics holyfield kids mike tyson kids riddick bowe kids george foreman kids who proscrete like monkeys and spread these genes athletes throughout",1
im  and living in wisconsin  just looking for someone to chat with about similar beliefs and life in general  location is unimportant,0
what are the major fish and game species of the region,0
a man in charge of an organization that is so hated like the kkk should have been more careful,0
youtube,0
some so remote  you will hear coyotes  and see the night sky as never before,0
i mean whites are offsprings of homo sapien  neanderthal hybrids,0
ghlight  sweden     ghlight  sweden     ghlight  sweden     ghlight  sweden     ghlight  sweden     ghlight  sweden     ghlight  sweden god save them,1
It’s not a coincidence that they attack in packages and next to the herd on each ethical question that they get lower and that they know it’s not appropriate to stand alone or think through a complex scenario to settle on a coherent internal position.,1
adopt their musical style and hand gestures and you poison your own soul,1
i was basically a babysitter  and the apes went nuts  and frankly  i could not control them and had to press the panic button twice to get someone to help me,1
this is the argument homosexuals use to justify their behavior  that because there are no  red letters  about it  then homosexuality is not a bad thing,1
My town of origin is filled with spices and dried coons at this junction,1
These guys kill our culture while claiming to want to save it.,1
the people you surround yourself with are another source of brainwashing,0
What kind of brainwashing,1
public schools have been left wing indoctrination centers for a century,0
You’re asking the Africans in South Africa why they hate the White so much that they’ve killed more than a thousand of them since the end of the White Kingdom.,1
I am sure that the Jews in Scandinavia destroy the educational systems there too.,1
my buddy s boat,0
i grew up in a neighborhood called transcona it was always white until the last   years,0
the stores i went to had the non night sights model for   to   i paid   for the night sight model new because they had a sale on sigs,0
i see they have one for,0
they are no better than their daughters  they should have disowned them instead of parading a kid around town that looks nothing like them,1
,0
i concur with you totally  it s a sick county i live in,0
my mom says i ca nt play here any more if you re not jewish,0
"Most of the time, they are silent sheep who want to integrate, but their children make a new generation of dolls and prostitutes.",1
they sound so naive  when will they learn that these people do not want to intergrate just accumulate,1
good memories,0
And here's what David Irving's website offers on Hitler's table discussions,1
I hope all their farms will burn and their little children will flourish in the flames.,1
their lies are so thick and many that people do nt see the truth when it is in front of them,1
so that they may receive repairs for their grandparents suffering more,1
I hope that one day I will be able to see the Finnish monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys monkeys,1
i have read that one of the suspects was blond and in another article they were described them as  pale youngsters,0
you find they are worse since they will able to blend more and fool people into thinking they re genuine,1
As I said before I was beting to have liberal parents.,1
i know how you feel breakthesilence luckily this is your last year in school and it is almost over otherwise i would say you should look into independent study where you do not have to put up with all the filth that is in the public education system,1
"If we act soon, they will break us.",1
the official website of the british people s party a few unpleasant truths re the zionist ass lickers of the dup,1
Seeing South Africa is just a glimpse in our future as the memphis beasts exploit it directly into the earth,1
therefore they had to practice slavery before all other races,1
Watch this cultural incongruity of plymouth video plymouth famous St George's Day with music and dance in the streets it's plymouth,1
The rise of the black to the iconic status is a bad thing.,1
that is absolutely     ing unbelievablethey can just go route one nowno more messing about going through europein bongo land one minute jump on the plane and  hours later hop off the plane with the biggest negro smile and shout asylumi am totally depressed hearing this,1
Maybe they just need to turn these wilds the justice will take care of themselves,1
i m sure i m not missing much,0
yes there is a kkk in canada you have to be invited to get in,0
Oh yes there is no image on the page of course you have to watch the video repoto discover that it was still another case of tnb,1
id like children finally but not now in terms of your sterilization which is great there is really no utility for ppl to produce children if they are wackos being a nutjob is inherited,1
i just asked on another related board if anyone had seen the at home alarm system commercial where the white guy breaks into a house and a negro takes the alarm call and calls the cops,0
Let the black people join the result of diversity is a glass of milk for example put a drop of ink before putting sugar spices put ice in everything can drink the milk was completely dark to put the ink becomes useless junk,1
wpww  eddie,0
You can stop this by getting a dead pig and buriing it underground where the mosque will be built.,1
Charlton is running into his tomb knowing that a monkey has been chosen to the White House,1
if any brothers want to meet up send me a message and we can statalking and and hang out sometime,0
i find this particularly revolting  my late father owned a retail hardware store for awhile  i was mixing paint at age six  and our town  clientele  etc  was white,0
You have forgotten to add that they spread the disease and their bad hygiene causes pesticide infections and then there are drugs and sexual aggression against white women and children.,1
White have the following too many abortions too many mixed marriages too many marriages without children and too many liberals,1
I don’t think that I or someone who lives today brought you here or wanted you here.,1
ive seen some other nationalities ones in the world as well,0
it was built by a contractor in new england,0
New York's former Pennsylvania station that a tragic loss to promote the modern Jewish network is not surprising,1
What more I thought I could put my pic here I am looking for a few friends too black here a few times I have the impression that there is int any white boy left in the world so send me and let me know there is stll a few white brothers out of their,1
cheers  edward,0
yeah if msnbc would air videos like this they d get much higher ratings than the same ole negro grumblings,1
No mind found the new page knew it should be a growth of any rape,1
"I think this is the time for an old Western justice, as if these two shadows had disappeared and well I think you get my point.",1
The Jewish race is undoubtedly the biggest threat to the survival of the white race.,1
so within the next day or so my user name will be michigan ghost i just did nt want to have anything associated with bradley or the uka,0
it s even on videos that have nothing to do with white nationalism,0
the most feminine form which these days has been lost,0
comwatch  v  okksbsoy for a free informative booklet  video on the zionistengineered intentional destruction of white people go to  youtube,0
the guy giving the beating could very possibly be a hispanic  i would have to see a much clearer video before i d give him the honor of calling him white,0
ive often pointed out that negroes are more stupid than i can even imagine if they actually think they re gonna win any race war,1
lions  tigers  cheetahs  etc are all cats but they ai nt the same,0
it is like they would bleach their hair blonde and bleach their skin  white   speak english  etc but still they would torment others with their black characteristics,1
i think some of you are a bit wrong on this one since our race is our nation when will you learn,0
id have to say that quite simply he is the greatest human to ever walk on this planet,0
even if they do stop pouring in most of those that are here have no intention of going back to poland,1
yes and unfortunately the mayans were eating it well over  years ago,0
"If this means to exterminate the black people in Africa, then the gorillas have a great healthy nature, keep it.",1
i think the uk is more of a lost cause than the us london has made tons of concessions to non whites,1
i would expect more minute particles of aluminum to be left behind in your firearm in comparison to brass,0
Something about the dark and the old favorite once you go black you never go back,1
hey blue email or pm me if you want to chat,0
"The black people seem to be the hell who embarrass themselves and act like animals wherever they go, this is a pretty typical behavior.",1
These areas you call are the preservation of the rich that you won’t find a single person of the white working class who lives there can look at the black and the packages as stupid and don’t want them to live near us but the higher class feels exactly the same on us,1
We must encourage people to boycott all the black people who work in stores have aid that are probably true.,1
Seeing South Africa is just a glimpse in our future as the memphis beasts exploit it directly into the earth,1
"Unfortunately, this is what happens when you destroy a society and do anything sexual, even innocent animals are not out of question for these sick.",1
was at walmathe other day and for  rounds it s about   for mm  and about   for  and,0
i remember in grade  doing a project on that  and i got punished by the teacher because  only blacks were slaves  she was an idiot,0
its not just third reich era  it d been the names of the towns in many cases from the time they were founded  and anyway before,0
my aunt is principal in high school and kicked an nonwhite girl from the school for bad behavior,0
like a car trying to beat the train,0
hey guys i m new to sf but i ve long had right wing views about immigration looking to join a white nationalist group i live in huron county pm me if you have a group i could join or if you know of one in my area,0
"If they want to burn all these left-wing moonbats and replace them with real white conservatives, I will go away.",1
when do they ever learn,0
l x w x h,0
liberals change the facts to fit their deluded narrative  intelligent people change the narrative to fit the facts,1
and since i m not really sture allén or horace engdahl i ca nt say if it s in svenska akademins ordlista,0
her is another relatively good maths resource  the videos cover a wide range of topics  i know   khan   but what ever helps,0
sorry but what they did was just sick and wrong,0
we have already taken too much that we do nt need any of those people on our soil,1
i was also wondering if any of you all believe if any  subrace  is superior to another,0
what educational goals or philosophies influence what curricula you pick,0
All paramilitary are just criminal scandals.,1
itd be nice to know,0
it s like they ve been  groomed,0
why would the press be covering this,0
I have submerged this by the absolute wilds and again you will have all the liberal women saying how great is multiculturalism and we are all the same the tã lã gramme French montpellier,1
We have too many foreigners in our country and I'm afraid for the future of all the English,1
"in the eternal struggle with this satanic spirit, the creation of the physical incarnation of the semi-urge of the Jews.",1
is that overweight fat useless bitch blind,1
The Shadows of Brown,1
the jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey  the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more  but whites becoming a minority in europe the homeland is a much more serious issue that concerns me greatly,1
i stayed with a georgian family in taganrog they was very nice and white and hated musilms,0
stupid that it was just more Jewish propaganda that shows their and your stupidity now go with your dolls,1
hell i d rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassyeyed stare,1
Some of the things I noticed were shops of sizes that were black a couple of mud restaurants and the black germ being fashionable with roots,1
a federal judge in new york closed a filthy jew kosher slaughterhouse tuesday  saying the plant s dirty birds posed a health risk to the community,1
providing from finland does nt kick my ass and throw me overboard  coming or going,0
"Yes if you’re a Jew, they’re heating the old money pressure when they might feel like they’re down.",1
try here amazoncom,0
I don’t know if the person who said she left the house but all I see are black and Mexicans everywhere.,1
"The biggest problem is New York, they’re black in all the streets when you’re back to New York, think you’re back to Nigeria.",1
here is the guy s blog from the radio station he works at,0
it is as good as anywhere in the world,0
eurorus еврорусь for a great europe  from gibraltar to vladivostok,0
i find that they dont share my views as some other buddies of mine would when it comes to white history and power,0
Per I should go back to my hs when it starts Monday and join the pa system and say I want to review all the s behind my car and throw them on the ground until they die and then say I am fun,1
also i think i did a dumb thing by using my real name as a user name  anyway i can change it,0
i saw that first hand after working in various schools,0
these  niggas,1
can anyone give me some links or a loan company they went through for student loans,0
Why we don't put them in my place and then throw a few bombs it's serious they make idiots out of the Irish,1
Frederick Neichzche kissed the idea that for a race to evolve it was necessary that there was a struggle to kill the weaker elements to prevent them from contaminating the genetic pool in which it could be said that there is a reproductive program to grow stupid black ghetto.,1
as far as i understand  public school teachers are more restricted than university professors,0
"So, it is not enough that Professor Ratajczak's life was destroyed when he was thrown some of the desert of Israel that was still to kill him.",1
"Almost everything, if not everyone acts that the liberals cause harm to this nation and to our people.",1
there is only about  black kids in our school and  f n spics its my senior year and i really cant stand all this anymore i know there are lots of others on this board that feel the same  but i need some suppo,1
And these words of wisdom come from a man who thinks that the anus of another man as well as his own was made to be used as a vagina.,1
i also pulled my son out of public school last year,0
who will volunteer to create prowhite audio books,0
I know how you feel failure happily this is your last year at school and it’s almost otherwise I’d say you should look in the independent study where you don’t have to set up with the whole network that’s in the public education system,1
do a search of the site and you ll find lots,0
anglobanknew central bank hq  truthgraf protest  wednesday th june,0
Everyone in Ireland has the duty to make life as difficult for the black as possible if our children also have any future.,1
wasnt it the government in the congo that was at war with the gorillas a while back because the gorillas were  threatening their superiority,1
I hope the black cream doesn’t get out easily.,1
Their real contribution to the misery and dependence of society,1
They will all work together to beat the new world order.,1
i have a dream  one of these days black occupation of america will be history,1
"And yes, they’ll steal something from the white because they think the white should have something, so it’s ok to steal.",1
i saw a poll from missippi that said that   did nt think lott should step down for his segregationist remark,0
"They simply show how much they are actually a farm ball, they will end up hungry and ask the white to feed them.",1
maybe spread some hate and intolerance,1
"This is very primitive, even for the black.",1
if she did use the money to buy food or get a place to stay and did nt use it to buy drugs or something like that  i would nt say you done a bad thing,0
there are few if any blacks,0
I rather cleaned a dozen tiolets a day then I have to go to a bath and see a little Mongol who stands there with a mop that gives me a glass blade,1
i cant say i have ever saw a c in a on any products i have looked at,0
"For me, this means that the Jewish supremacists will never allow the white to have a word anymore.",1
and you nonwhites are mostly here to be unjustifiably abusive,0
There is a place for the Pakistani called Pakistan and a place for the Black called Africa.,1
This guy seems to get it but otherwise I'm sorry jigs you back on yourself,1
"Homosexuals don’t want to fight white genocide than hypocrites, I prefer to openly have gay men on our side than hidden or sexual deviants who claim to be something they don’t do.",1
the blood of hundreds of white women is on the hands of white liberals,1
any white who works outside can be a deep brown  but genetically is still white,0
i wanted to run for politics as well but i realized there is no hope as society is way too liberal,0
Another black now tries to convince me that the black slaves have been necessarily drowned by huge tubes and have their hands and feet cut so that they can work in the cotton fields without running.,1
maybe blacks are nt better  but their body is more shaped to hunt animals,1
Im surprised c wasnt mentioned that they are always when the ob hits the bad neo-Nazi press yellow to its best,1
my earliest known paternal ancestor was a norman knight who sent two sons across the channel in,0
thank you for all your suppo i have a great list that i am going to look into picking up,0
teach our men to be men again and defend our countries and women folk against the non white,1
thanks,0
welcome to stormfront,0
im not looking for a date  but i wanted to reply to get your thread to the top of the pile so that other people will look at your site,0
put the crack pipe down moron,0
Wow the next time you should leave your little sister at home especially because you live in a very non-white populated area,1
I can honestly say that I have minority friends and I will hesitate to face the hard reality that they must be deported.,1
Look at them in North America and they love all the black spoplayers and their slang,1
One is a too much I bet all the white girls and the wiggers go crazy for the young coon whatever school you are in the wiggers out of the number of metal horses or the normal white,1
day  do nt leave watch the city burn around you,0
What is the burden of crapwater that you are the people for the real Ireland was taken by the non-Irish and this tape,1
but  radio shanson  somehow poisoned the minds of almost all  marshrutka  drivers in all big russian cities,0
I’ve heard the name before but I don’t even have any idea what it is one of the advantages of getting out of the talmudivision and watching very few modern movies.,1
Necroids could gather a bread sale in an appropriate way much less a labor force,1
that s the first i heard of her and her story  truely saddening,0
now i get it,0
Oh dear isnt that terrible well I suppose they will just have to leave then and go somewhere they are more valuable,1
Thank you for your sweet words we hope to meet you in the new white world next day,1
The education of a healthy and racial conscious child is more valuable than any libtard and mud child in the world.,1
so i do nt know what to think,0
they re just making it really expensive on purpose and making a panic,0
i saw a white and a black couple the other day and nearly went ballistic and got enraged,1
im heading down to dc to put a sign on the white house gates that will read   no savage negro beasts in the white house,1
hi im tv free do nt have kids yet reading mending  sewing  menting board games radio study extra curricula actives good on you for planning a free jewv existence,1
soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction,1
Let them be taken for the good.,1
thanks though,0
food and water will obviously be very important  and the means to defend it what a defense force  they are all haunted  say hi to casper in upington  what a good soul,0
Time in recent years it's time for the next generation to fight again to recover our country baby boomers will lose it for us if we don't do anything,1
the liberals are going to get their panties in a bunch  with people like you saying we must learn to defend ourselves,1
most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute,1
you can send it to us at drmradiocom,0
but ufc and tuf is rigged and staged,0
just shows the absurdity of obamamania  an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse,1
it s good that i have good friends here,0
my buddy s boat is anchored beside it,0
it is a great idea to organize our political action in this manner,0
there are really few jews and millions of those bastards on the body of our country,1
bs,0
yes for too long whites have remained absolutely silent about the establishment and its media welcoming everyone else s community profile but theirs,0
you realize you are not going to be convincing any loyal board members to the terrific joys of diversity and the cultural enrichment that say the somali muslim refugees are bringing to white communities,0
it s where i discovered so many great people who are fighting for our cause,0
someone please tell me what can be done or which people to tell that the mexicans and or other hispanics here are undercutting price quotes on good working people,1
Hi im tv free do nt have children still read mending sewing menting board radio games study extra curricula active well on you to plan a free jewv existence,1
i just cant stand to listen to negros sing and  sec is all i could handle,1
well the entire world is being brainwashed by judeoamerican films  today everyone has a jew in every corner of your house,1
i cant get my head around the big picture of why we are involved,0
I’m going to move to surrey just outside kingston on the thames ok kingston is infected but the outer areas are not too bad inside London is just a joke,1
no it is not accepted and it is pushed in our face by the joo run media time and time again but most people who dissaprove of mixed raced relationships just ignore the people involved,0
on thursday  a long beach jury once again found that jackson  now   should be put to death,0
oh and pankration was a martial sponot a martial art,0
a storm is brewing on the horizon  will obama declare martial law before,0
really,0
i went to a talk about this at georgetown university last week,0
quoteholston god is the one that claims to be merciful and not like nature,0
Ethnic crime never ends.,1
and have you ever watched what they are watching,0
You have forgotten to add that they spread the disease and their bad hygiene causes pesticide infections and then there are drugs and sexual aggression against white women and children.,1
Only a Jewish fn would have the nerve to hide in a black country a fugitive from us the law while making campaign promises while pursuing the society he has failed,1
And here's what David Irving's website offers on Hitler's table discussions,1
any religion that is forced is against freewill given by god,0
the only thing more disgusting than a white woman with a groid is a white woman who drags her white child into the filth with her,1
You are the loyal punk to the dead who would immers your work with the slaves of the black race.,1
i think vhs tapes are available at amazon,0
the sister of daniel wretström spoke at a march to remember his murder  followed directly by a speech by blood and honor,0
hail the white race   new right conference  london   youtube,0
an ar is a weapon that  of those who own  myself included  do not have even half the range time or training with to actually use to it s capabilities,0
i put a aluminum pistol cleaning rod in my cordless drill with brush attached  dipped in  butch s bore shine   ran it in and out that revolver barrel a few times concentrating on that dirty area  then a couple clean patches  bore looks like new,0
there should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against nonwhites they are our enemies,1
well what i got to hear of it was pretty cool,0
you re treading on very thin ice  jimmy,0
other than the amish no other group of whites have large families,0
rip germany youtube     pierre vogel und bilal philips in frankfu rtl news  deutschland     rlm   lone german woman standing up youtube     female protester disrupts muslim radicals rallying in frankfu germany     rlm,0
council of white patriot voters open letter to naacp over gay marriage cwpv open letter to naacp over gay marriage  the council of white patriot voters,0
when i go to just about any australian city i feel like a foreigner  these cities were built by my own flesh and blood  i should not feel like an alien in them,0
What more I thought I could put my pic here I am looking for a few friends too black here a few times I have the impression that there is int any white boy left in the world so send me and let me know there is stll a few white brothers out of their,1
A libtaire to oppose abortion,1
yes you ve been talking that way aloud in the public for most of your life,0
"Now don’t let discrimination between Muslims and Jews, I tell them, bring them all back to the Middle East and turn all the sand into radioactive glass.",1
"In fact, if you’re buying California fruits, you’ve tasted an illegal foreign DNA",1
I heard friends in Boston that trucks will attack an Irish American with a shamrock tattoo long before it happens in Ireland.,1
i  hate  to see men of all ages wearing baseball caps in inappropriate environments,0
seriously Canada would have been better if they left the packages at home as you will not oppose you to the Asian because they try at least to adapt to,1
they are black and hispanic  not white,0
negro task master,0
less talk and more activism,0
our herp vet is gone til the middle of april  i ca nt wait to get her in and have her checked out,0
i have this vision of a left christian screeching  the meek shall inherit the earth  as a member of the peaceful religion goes a chopping  humour,0
it is important for people to realize that gays want gay marriage  not because they desire some soof government paperwork  but because they are seeking the right to adopt defenseless children,1
you have to have your extreme papers to move here,0
At least a store where a white is on the account is my rule.,1
youtube ghetto black lady vs liquor store  youtube,0
hoodies   sweetshirts   womens ts   mens ts,0
we distribute propaganda  educate people  help whites  employ whites  post online  network  keep our neighborhoods safe  etc,0
This unpleasant darkness makes us seem bad to the white.,1
insulted by the stupidity that Jews think we are until I see what they see by reading the posts among our brothers awake,1
He concluded that Jews behave more like a criminal union than any respectful religion.,1
i m concerned because it s japanese culture insinuating itself into american culture,0
Maybe there is a little hatred and intolerance.,1
comparing these pictures to pictures with serbs i do nt see much difference between them and albanians  the same dinaric and mediterranean subtypes,0
Per the proud indigenous inhabitants of Dublin don’t want their enriching culture to collapse with a tribe like this.,1
going to the show over in the third district on saturday im trying to go but probly will need a ride home thanks,0
i tried to click on your link and see your pictures  but there was nothing,0
in light of this it s now wonder hitler was considered a champion of the german people,0
If you are not a tourist or here the study for a year or two please return Russian we don’t need or want more slaves,1
I have the impression that the Yonge St district will be destroyed and destroyed.,1
I couldn’t imagine living in these conditions with medications and black filthy everywhere.,1
israeli embassy in ireland had to take note of the graffiti giving their jewish supremacists worldwide and in ireland being given notice scroll down to their  entry on their israel in ireland fb page,0
"The White Man has no future in Canada, which is certain because the country is flooded by non-white immigrants",1
just saw a hershey s commercial on tv  ca nt find it on jewtube shows a white woman happily sharing candy with some mop headed groid male on an escalator guess i wo nt be buying that stuff ever again,1
"In fact, they don’t have money and it’s a whole charade.",1
if i were in the audience  i d clap till my hands were numb,0
those kids get the candy from the good bowl,0
there are lots of groups who do the suit and tie thing  but they are still haters to the msm and averge public,0
my nose has been broken a few times haha,0
the kids were not allowed to talk,0
i need to get this done too  but my luck i ll find out my greatgrandfather was an idf general,0
I was so shocked to see all these black when I moved to Holland.,1
cowards and simple-tones who are completely unable to generate a reasonable argument without sententially repeated phrases and horror words like racists.,1
i only clicked on the article hoping it was i white baby and as usual i was disappointed,0
he said the documentation showed the victims were sent along with several weeks of food  so they were not intended to be killed,0
dont you know the jews see a picture like this and laugh their asses off while patting each other on the back,0
There should not be problems between the different classes within the white race because we are all white they should be joined to fight against the non-white they are our enemies,1
It would be far from the first time that Jews present themselves with a false hatred crimes and in addition to everything they do in general so that they get guilty until they are proven innocent.,1
and those of you who havent put your logins on there you should,0
if that number is correct then it is impressive  those men were heroes and patriots who faught for our way of life against red army,0
slope county  nd races in slope county  white nonhispanic     county population   land area   sq mi this makes the mud index,0
We need to make sure that every child and every white adult is fed before we worry about the unhelp people who have to eat crap to survive.,1
Yes London went to hell when all the remaining white went it will become a zombie city of building dealers and junkies,1
almost makes you wish for the end of the world,0
obama has membership in prince hall  for blacks  lodge and will become the next president  according to this guy   youtube    v  _ nlfrsregii  zagami  youtube,0
just buck up and stop being lazy,0
Black and Spanish should have their own school only for themselves and have a bad education that white children like this could not count on our white children.,1
well you should,0
Love how the sword loses so it begins to talk about how it will throw it.,1
thanks i am  y old  and it s too old for a military career in france i was soldier in a fighting unity during two years  sapper,0
waiting to buy a new product is almost always a good idea  let someone else experiment,0
it does indeed look like a strange thing to do,0
just occasionally drive through the local hood and toss out a few new shoes and fake toy guns and they ll do the rest,0
He walks straight and has human arms and legs.,1
But they slowly believe seeing more and more these days,1
i have green eyes which come from my celtic ancestry,0
"I am so sorry for all the people who live there, I wish you all could move here, I hope you suffer like your neighbors in Zimbabwe.",1
a hundred yards,0
Interesting to see someone in the same radio dress to rent this figure while there was an incredible show dedicated to discovering the facts about this anti-German network,1
then get one to submit an intro video to the show amd see where it goes,0
"Don’t worry about black culture, it’s not worth it.",1
it is located here,0
it s the only way,0
never date outside your race someone on this site has it on their posts,0
i left a comment under his reply to the tea party video but i have to highlight it to be able to read it,0
Click below to download free a colorful page ebook illustrated about the intentional destruction of Western civilization by the Zionists,1
This will really show that the non-white will follow the white everywhere.,1
shockley s attempts to commercialize a new transistor design in the s and s led to california s  silicon valley  becoming a hotbed of electronics innovation,0
it is very hard for average whites to see their own disenfranchisement  let alone realize that it is planned,0
hello direland and welcome to sf,0
ive heard that men with aids in africa think having sex with a virgin will cure them,1
